Word #,Analyzed_1,Word,Onset_1,Offset Time,,Word #,Continuous word #,Analyzed_2,Word,Onset_2,Offset Time
2091,0,about,780.11,780.35,,2091,4347,1,"party,",778.91,779.25
2092,0,to,780.35,780.43,,2092,4348,0,"Emily,",779.26,779.79
2093,0,get,780.43,780.58,,2093,4349,0,Tully,780.14,780.42
2094,0,into,780.58,780.81,,2094,4350,0,said,780.42,780.76
2095,0,big,780.81,781.11,,2095,4351,0,as,780.88,781.05
2096,1,trouble,781.13,781.51,,2096,4352,0,they,781.05,781.14
2097,0,if,781.51,781.61,,2097,4353,0,were,781.14,781.26
2098,0,anyone,781.65,781.99,,2098,4354,0,getting,781.26,781.52
2099,0,overheard.,782.01,782.67,,2099,4355,0,onto,781.52,781.74
2100,0,My,783.98,784.12,,2100,4356,0,the,781.74,781.84
2101,0,parents,784.12,784.54,,2101,4357,1,bus.,781.84,782.21
2102,0,don't,784.54,784.75,,2102,4358,0,I,782.92,783.03
2103,0,let,784.84,785.03,,2103,4359,0,can,783.03,783.2
2104,0,me,785.03,785.16,,2104,4360,0,still,783.2,783.47
2105,0,have,785.16,785.33,,2105,4361,0,come,783.469999,783.939999
2106,0,any,785.33,785.52,,2106,4362,0,even,784.139999,784.339999
2107,1,pets.,785.52,786.01,,2107,4363,0,though,784.34,784.46
2108,0,So,786.38,786.56,,2108,4364,0,I,784.46,784.55
2109,0,once,786.559999,786.839999,,2109,4365,0,stole,784.559999,784.819999
2110,0,in,786.84,786.93,,2110,4366,0,Coco?,784.82,785.37
2111,0,a,786.929999,786.979999,,2111,4367,0,she,785.79,786.03
2112,0,while,786.98,787.45,,2112,4368,0,asked.,786.03,786.39
2113,0,I,787.49,787.6,,2113,4369,0,Of,786.929999,787.109999
2114,0,like,787.599999,787.759999,,2114,4370,0,course!,787.11,787.63
2115,0,to,787.759999,787.869999,,2115,4371,0,Make,788.16,788.35
2116,0,play,787.87,788.07,,2116,4372,0,sure,788.349999,788.499999
2117,0,with,788.07,788.18,,2117,4373,0,to,788.5,788.6
2118,0,that,788.19,788.38,,2118,4374,0,wear,788.599999,788.839999
2119,0,silly,788.38,788.74,,2119,4375,0,something,788.839999,789.209999
2120,0,hamster.,788.74,789.26,,2120,4376,0,elegant!,789.25,789.83
2121,0,Okay?,789.309999,789.769999,,2121,4377,0,Tully,790.43,790.71
2122,0,You,789.99,790.17,,2122,4378,0,said,790.719999,790.929999
2123,0,win.,790.17,790.58,,2123,4379,0,and,790.93,791.07
2124,0,Only,791.559999,792.069999,,2124,4380,0,smiled,791.07,791.43
2125,0,the,792.21,792.33,,2125,4381,0,at,791.43,791.51
2126,0,Gumshoe,792.51,792.65,,2126,4382,0,Emily.,791.549999,791.969999
2127,0,gang,792.66,792.86,,2127,4383,0,It,793.24,793.37
2128,0,didn't,792.869999,793.099999,,2128,4384,0,was,793.369999,793.539999
2129,0,win,793.1,793.33,,2129,4385,0,finally,793.55,793.95
2130,0,anything,793.35,793.81,,2130,4386,0,the,793.95,794.07
2131,0,at,793.81,793.92,,2131,4387,0,day,794.07,794.38
2132,0,all.,793.92,794.31,,2132,4388,0,of,794.38,794.49
2133,0,Coco,794.64,794.98,,2133,4389,0,Tully's,794.49,794.87
2134,0,was,794.98,795.19,,2134,4390,0,ninth,794.88,795.33
2135,0,still,795.19,795.57,,2135,4391,1,"birthday,",795.33,795.97
2136,0,turtle-napped.,795.95,796.33,,2136,4392,0,and,796.2,796.32
2137,0,Was,797.12,797.31,,2137,4393,0,it,796.32,796.39
2138,0,Coco,797.31,797.67,,2138,4394,0,was,796.39,796.51
2139,0,in,797.67,797.83,,2139,4395,0,super,796.51,796.89
2140,0,his,797.83,797.95,,2140,4396,0,fantastic.,796.89,797.78
2141,0,aquarium,797.95,798.55,,2141,4397,0,She,798.23,798.41
2142,0,when,798.56,798.72,,2142,4398,0,wore,798.41,798.59
2143,0,you,798.72,798.79,,2143,4399,0,her,798.59,798.75
2144,0,were,798.79,799,,2144,4400,0,silver,798.75,799.14
2145,0,there,799,799.27,,2145,4401,0,and,799.14,799.3
2146,0,during,799.28,799.54,,2146,4402,0,pink,799.3,799.57
2147,0,lunch?,799.54,799.97,,2147,4403,0,striped,799.57,799.9
2148,0,Alex,800.2,800.54,,2148,4404,0,knee,799.9,800.09
2149,0,asked.,800.54,800.95,,2149,4405,1,"socks,",800.09,800.51
2150,0,"Yes,",801.54,801.91,,2150,4406,0,a,800.849999,800.949999
2151,0,he,802.29,802.4,,2151,4407,0,puffy,800.95,801.37
2152,0,was,802.4,802.5,,2152,4408,0,orange,801.4,801.73
2153,0,lying,802.51,802.75,,2153,4409,0,"skirt,",801.73,802.1
2154,0,on,802.75,802.86,,2154,4410,0,a,802.53,802.64
2155,0,that,802.86,803.02,,2155,4411,0,neon,802.639999,803.009999
2156,1,rock,803.02,803.31,,2156,4412,0,yellow,803.01,803.26
2157,0,like,803.349999,803.519999,,2157,4413,0,shirt,803.259999,803.609999
2158,0,he,803.52,803.61,,2158,4414,0,with,803.639999,803.799999
2159,0,was,803.61,803.74,,2159,4415,0,a,803.8,803.86
2160,0,a,803.74,803.82,,2160,4416,0,green,803.86,804.32
2161,0,rock,803.82,804.08,,2161,4417,0,glitter,804.33,804.63
2162,0,himself.,804.08,804.62,,2162,4418,0,unicorn,804.63,805.15
2163,0,"Honestly,",804.95,805.56,,2163,4419,0,on,805.15,805.29
2164,0,what,805.599999,805.779999,,2164,4420,0,"it,",805.29,805.48
2165,0,do,805.78,805.8,,2165,4421,0,and,805.7,805.87
2166,0,you,805.809999,805.919999,,2166,4422,0,a,805.87,805.93
2167,0,people,805.92,806.26,,2167,4423,0,pink,805.929999,806.279999
2168,0,see,806.27,806.55,,2168,4424,0,feather,806.29,806.63
2169,0,in,806.549999,806.639999,,2169,4425,0,boa,806.639999,807.009999
2170,0,that,806.639999,806.819999,,2170,4426,0,wrapped,807.03,807.34
2171,0,thing?,806.82,807.12,,2171,4427,0,around,807.339999,807.639999
2172,0,"Anyways,",807.87,808.38,,2172,4428,0,her,807.639999,807.779999
2173,0,good,808.789999,808.949999,,2173,4429,1,neck.,807.78,808.14
2174,0,luck,808.949999,809.089999,,2174,4430,0,All,808.84,809.03
2175,0,with,809.09,809.18,,2175,4431,0,of,809.029999,809.109999
2176,0,the,809.190001,809.280001,,2176,4432,0,her,809.109999,809.249999
2177,0,turtle,809.279999,809.559999,,2177,4433,0,friends,809.25,809.59
2178,0,hunt.,809.559999,809.879999,,2178,4434,0,"came,",809.59,809.93
2179,0,Megan,810.440001,810.750001,,2179,4435,0,and,810.109999,810.339999
2180,0,turned,810.75,811.03,,2180,4436,0,guess,810.37,810.81
2181,0,and,811.03,811.19,,2181,4437,0,what?,810.84,811.37
2182,0,skipped,811.19,811.51,,2182,4438,0,It,811.94,812.1
2183,0,off,811.51,811.7,,2183,4439,0,turned,812.1,812.39
2184,0,to,811.7,811.81,,2184,4440,0,out,812.39,812.56
2185,0,play,811.81,811.99,,2185,4441,0,that,812.56,812.68
2186,0,with,811.99,812.14,,2186,4442,0,her,812.69,812.85
2187,0,her,812.14,812.25,,2187,4443,0,birthday,812.85,813.22
2188,0,other,812.25,812.47,,2188,4444,1,present,813.22,813.58
2189,1,friends.,812.47,812.94,,2189,4445,0,from,813.59,813.82
2190,0,And,813.89,814.06,,2190,4446,0,Mom,813.82,814.24
2191,0,just,814.06,814.33,,2191,4447,0,was,814.26,814.46
2192,0,like,814.33,814.52,,2192,4448,0,a,814.46,814.53
2193,0,"that,",814.52,814.85,,2193,4449,0,giant,814.53,815.03
2194,0,one,815.06,815.35,,2194,4450,0,glass,815.06,815.44
2195,0,suspect,815.35,815.88,,2195,4451,0,aquarium,815.45,816.11
2196,0,was,815.88,816.05,,2196,4452,0,with,816.22,816.4
2197,0,down,816.08,816.39,,2197,4453,0,a,816.4,816.42
2198,0,"already,",816.39,816.82,,2198,4454,0,note,816.42,816.62
2199,0,and,817.11,817.32,,2199,4455,0,inside,816.65,817.04
2200,0,Tully,817.5,817.65,,2200,4456,0,from,817.04,817.24
2201,0,was,817.65,817.85,,2201,4457,0,Mr,817.24,817.54
2202,0,no,817.86,818.14,,2202,4458,0,Hornswoggle.,817.54,818.24
2203,0,closer,818.139999,818.589999,,2203,4459,0,It,818.599999,818.759999
2204,0,to,818.59,818.73,,2204,4460,0,said:,818.76,819.16
2205,0,solving,818.73,819.2,,2205,4461,0,When,819.48,819.67
2206,0,the,819.2,819.29,,2206,4462,0,Coco's,819.74,820.22
2207,0,mystery,819.29,819.78,,2207,4463,0,hatchlings,820.24,820.55
2208,0,of,819.83,820,,2208,4464,0,get,820.57,820.73
2209,0,the,820,820.05,,2209,4465,0,big,820.75,820.93
2210,0,turtle,820.05,820.4,,2210,4466,0,"enough,",820.929999,821.249999
2211,0,snatcher.,820.4,820.85,,2211,4467,0,Tully,821.63,821.94
,,,,,,2212,4468,0,will,821.94,822.11
,85,,,,,2213,4469,0,have,822.11,822.31
,,,,,,2214,4470,0,two,822.309999,822.659999
,,,,,,2215,4471,0,Cagle's,822.7,823.08
,,,,,,2216,4472,0,Map,823.09,823.33
,,,,,,2217,4473,1,turtles,823.33,823.72
,,,,,,2218,4474,0,for,823.719999,823.889999
,,,,,,2219,4475,0,her,823.889999,824.029999
,,,,,,2220,4476,0,very,824.03,824.42
,,,,,,2221,4477,0,own.,824.469999,824.799999
,,,,,,2222,4478,0,Except,825.28,825.72
,,,,,,2223,4479,0,she,825.73,825.94
,,,,,,2224,4480,0,may,825.94,826.06
,,,,,,2225,4481,0,have,826.059999,826.139999
,,,,,,2226,4482,0,to,826.139999,826.229999
,,,,,,2227,4483,0,share,826.23,826.47
,,,,,,2228,4484,0,with,826.469999,826.629999
,,,,,,2229,4485,0,me,826.629999,826.809999
,,,,,,2230,4486,0,too!,826.809999,827.069999
,,,,,,2231,4487,0,So,828.029999,828.409999
,,,,,,2232,4488,0,that,828.92,829.12
,,,,,,2233,4489,0,was,829.12,829.26
,,,,,,2234,4490,0,the,829.26,829.38
,,,,,,2235,4491,0,story,829.38,829.77
,,,,,,2236,4492,0,of,829.77,829.91
,,,,,,2237,4493,0,how,829.91,830.26
,,,,,,2238,4494,0,my,830.29,830.53
,,,,,,2239,4495,0,"sister,",830.53,831.05
,,,,,,2240,4496,0,the,831.35,831.49
,,,,,,2241,4497,0,greatest,831.49,831.95
,,,,,,2242,4498,0,detective,831.95,832.49
,,,,,,2243,4499,0,in,832.49,832.59
,,,,,,2244,4500,0,the,832.59,832.7
,,,,,,2245,4501,1,world,832.7,833.15
,,,,,,2246,4502,0,solved,833.28,833.59
,,,,,,2247,4503,0,Watson,833.59,834.02
,,,,,,2248,4504,0,Elementary's,834.25,834.72
,,,,,,2249,4505,0,greatest,834.76,835.23
,,,,,,2250,4506,0,mystery:,835.23,835.76
,,,,,,2251,4507,0,The,836.09,836.23
,,,,,,2252,4508,1,case,836.23,836.61
,,,,,,2253,4509,0,of,836.63,836.84
,,,,,,2254,4510,0,the,836.84,836.9
,,,,,,2255,4511,0,turtle,836.9,837.21
,,,,,,2256,4512,0,snatcher.,837.35,837.79
,,,,,,,,,,,
,,,,,,,,78,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,163,,,
